id,city_area,city_name,state_name,country_name,zipcode,created_by
478,Sindharej,Ahmedabad,Gujarat,India,382225,1
479,Sitapur,Ahmedabad,Gujarat,India,382130,1
480,Sobhasan,Ahmedabad,Gujarat,India,382145,1
481,Sodhi,Ahmedabad,Gujarat,India,382463,1
482,Sola,Ahmedabad,Gujarat,India,380061,1
483,Sola H B C,Ahmedabad,Gujarat,India,380063,1
484,Solgam,Ahmedabad,Gujarat,India,382130,1
485,South Bopal,Ahmedabad,Gujarat,India,380058,1
486,Stadium Marg,Ahmedabad,Gujarat,India,380013,1
487,Sub Foreign,Ahmedabad,Gujarat,India,380004,1
488,Sukhrampura,Ahmedabad,Gujarat,India,380023,1
489,Sunderiana,Ahmedabad,Gujarat,India,382255,1
490,Sunvala,Ahmedabad,Gujarat,India,382145,1
491,T B Nagar,Ahmedabad,Gujarat,India,382350,1
492,Tagadi,Ahmedabad,Gujarat,India,382250,1
493,Telav,Ahmedabad,Gujarat,India,382210,1
494,Telavi,Ahmedabad,Gujarat,India,382145,1
495,Thakkarbapa Nagar,Ahmedabad,Gujarat,India,380027,1
496,Thaltej,Ahmedabad,Gujarat,India,380059,1
497,Thaltej Ext,Ahmedabad,Gujarat,India,380059,1
498,Thaltej Road,Ahmedabad,Gujarat,India,380054,1
499,Thori Mubarak,Ahmedabad,Gujarat,India,382150,1
500,Thori Thumbha,Ahmedabad,Gujarat,India,382150,1
501,Thuleta,Ahmedabad,Gujarat,India,382150,1
502,Timba,Ahmedabad,Gujarat,India,382425,1
503,Tragad,Ahmedabad,Gujarat,India,382470,1
504,Transad,Ahmedabad,Gujarat,India,382225,1
505,Trent,Ahmedabad,Gujarat,India,382150,1
506,Ughroj,Ahmedabad,Gujarat,India,382120,1
507,Ukardi,Ahmedabad,Gujarat,India,382140,1
508,Ukhlod,Ahmedabad,Gujarat,India,382150,1
509,Umrela,Ahmedabad,Gujarat,India,382245,1
510,Unchadi,Ahmedabad,Gujarat,India,382250,1
511,Undrel,Ahmedabad,Gujarat,India,382433,1
512,Upardal,Ahmedabad,Gujarat,India,382110,1
513,Utelia,Ahmedabad,Gujarat,India,382230,1
514,Vadaj,Ahmedabad,Gujarat,India,380013,1
515,Vadgas,Ahmedabad,Gujarat,India,382150,1
516,Vadhela,Ahmedabad,Gujarat,India,382450,1
517,Vadod,Ahmedabad,Gujarat,India,382433,1
518,Vagad,Ahmedabad,Gujarat,India,382245,1
519,Valdhera,Ahmedabad,Gujarat,India,382225,1
520,Valhia,Ahmedabad,Gujarat,India,382450,1
521,Valinda,Ahmedabad,Gujarat,India,382463,1
522,Vanch,Ahmedabad,Gujarat,India,382449,1
523,Vani,Ahmedabad,Gujarat,India,382150,1
524,Vanpardi,Ahmedabad,Gujarat,India,382130,1
525,Vansva,Ahmedabad,Gujarat,India,382150,1
526,Vanthal,Ahmedabad,Gujarat,India,382150,1
527,Varmor,Ahmedabad,Gujarat,India,382130,1
528,Varna,Ahmedabad,Gujarat,India,382265,1
529,Vasai,Ahmedabad,Gujarat,India,382425,1
530,Vasisthnagar,Ahmedabad,Gujarat,India,380008,1
531,Vasna,Ahmedabad,Gujarat,India,382460,1
532,Vasna Chacharvadi,Ahmedabad,Gujarat,India,382213,1
533,Vasna Iawa,Ahmedabad,Gujarat,India,382170,1
534,Vastral,Ahmedabad,Gujarat,India,382418,1
535,Vastrapur,Ahmedabad,Gujarat,India,380015,1
536,Vataman,Ahmedabad,Gujarat,India,382265,1
537,Vatva,Ahmedabad,Gujarat,India,382440,1
538,Vatva GIDC,Ahmedabad,Gujarat,India,382445,1
539,Vatva Industrial Estate,Ahmedabad,Gujarat,India,382445,1
540,Vautha,Ahmedabad,Gujarat,India,382225,1
541,Vehlal,Ahmedabad,Gujarat,India,382330,1
542,Vejalka,Ahmedabad,Gujarat,India,382230,1
543,Vejalpur,Ahmedabad,Gujarat,India,380051,1
544,Vekaria,Ahmedabad,Gujarat,India,382110,1
545,Vinchhan,Ahmedabad,Gujarat,India,382120,1
546,Vinchhiya,Ahmedabad,Gujarat,India,382110,1
547,Vinzol,Ahmedabad,Gujarat,India,382445,1
548,Vinzuvada,Ahmedabad,Gujarat,India,382130,1
549,Viramgam,Ahmedabad,Gujarat,India,382150,1
550,Virdi,Ahmedabad,Gujarat,India,382265,1
551,Virochannagar,Ahmedabad,Gujarat,India,382170,1
552,Vishalpur,Ahmedabad,Gujarat,India,382210,1
553,Vithlpura,Ahmedabad,Gujarat,India,382120,1
554,VivekanandNagar,Ahmedabad,Gujarat,India,382445,1
555,Waghodia,Ahmedabad,Gujarat,India,382355,1
556,Zanu,Ahmedabad,Gujarat,India,382430,1
557,Zanzarka,Ahmedabad,Gujarat,India,382460,1
558,Zanzarva,Ahmedabad,Gujarat,India,382120,1
559,Zezra,Ahmedabad,Gujarat,India,382150,1
560,Zinzar,Ahmedabad,Gujarat,India,382250,1
561,Zundal,Ahmedabad,Gujarat,India,382213,1
