id,name,state_name,country_name,created_by
757,Satpati,Maharashtra,India,1
758,Savantvadi,Maharashtra,India,1
759,Savda,Maharashtra,India,1
760,Savlaj,Maharashtra,India,1
761,Sawantvadi,Maharashtra,India,1
762,Selu,Maharashtra,India,1
763,Sevagram,Maharashtra,India,1
764,Sewri,Maharashtra,India,1
765,Shahada,Maharashtra,India,1
766,Shahapur,Maharashtra,India,1
767,Shedbal,Maharashtra,India,1
768,Shegaon,Maharashtra,India,1
769,Shevgaon,Maharashtra,India,1
770,Shikrapur,Maharashtra,India,1
771,Shiraguppi,Maharashtra,India,1
772,Shirala,Maharashtra,India,1
773,Shirdi,Maharashtra,India,1
774,Shirgaon,Maharashtra,India,1
775,Shirol,Maharashtra,India,1
776,Shirpur,Maharashtra,India,1
777,Shirud,Maharashtra,India,1
778,Shirwal,Maharashtra,India,1
779,Shivaji Nagar,Maharashtra,India,1
780,Shrigonda,Maharashtra,India,1
781,Sillod,Maharashtra,India,1
782,Sindewahi,Maharashtra,India,1
783,Sindhudurg,Maharashtra,India,1
784,Sindi,Maharashtra,India,1
785,Sindkheda,Maharashtra,India,1
786,Sinnar,Maharashtra,India,1
787,Sion Mumbai,Maharashtra,India,1
788,Sironcha,Maharashtra,India,1
789,Sirur,Maharashtra,India,1
790,Sivala East Godavari district,Maharashtra,India,1
791,Solapur,Maharashtra,India,1
792,Sonala,Maharashtra,India,1
793,Sonegaon,Maharashtra,India,1
794,Songir,Maharashtra,India,1
795,Sonvad,Maharashtra,India,1
796,Soygaon,Maharashtra,India,1
797,Srivardhan,Maharashtra,India,1
798,Surgana,Maharashtra,India,1
799,Taklibhan,Maharashtra,India,1
800,Talbid,Maharashtra,India,1
801,Talegaon Dabhade,Maharashtra,India,1
802,Talegaon Dhamdhere,Maharashtra,India,1
803,Taloda,Maharashtra,India,1
804,Talode,Maharashtra,India,1
805,Tarapur,Maharashtra,India,1
806,Tardeo,Maharashtra,India,1
807,Tasgaon,Maharashtra,India,1
808,Telhara,Maharashtra,India,1
809,Thalner,Maharashtra,India,1
810,Thane,Maharashtra,India,1
811,Trimbak,Maharashtra,India,1
812,Trombay,Maharashtra,India,1
813,Tuljapur,Maharashtra,India,1
814,Tumsar,Maharashtra,India,1
815,Udgir,Maharashtra,India,1
816,Ulhasnagar,Maharashtra,India,1
817,Umarga,Maharashtra,India,1
818,Umarkhed,Maharashtra,India,1
819,Umred,Maharashtra,India,1
820,Uran,Maharashtra,India,1
821,Uruli Kanchan,Maharashtra,India,1
822,Vada,Maharashtra,India,1
823,Vadgaon,Maharashtra,India,1
824,Vadner,Maharashtra,India,1
825,Vaijapur,Maharashtra,India,1
826,Vairag,Maharashtra,India,1
827,Valsang,Maharashtra,India,1
828,Vangaon,Maharashtra,India,1
829,Varangaon,Maharashtra,India,1
830,Vashi,Maharashtra,India,1
831,Vasind,Maharashtra,India,1
832,Vatul,Maharashtra,India,1
833,Velas Maharashtra,Maharashtra,India,1
834,Velneshwar,Maharashtra,India,1
835,Vengurla,Maharashtra,India,1
836,Vijaydurg,Maharashtra,India,1
837,Vikhroli,Maharashtra,India,1
838,Vile Parle,Maharashtra,India,1
839,Vinchur,Maharashtra,India,1
840,Virar,Maharashtra,India,1
841,Vita Maharashtra,Maharashtra,India,1
842,Vite,Maharashtra,India,1
843,Wadala,Maharashtra,India,1
844,Wadgaon,Maharashtra,India,1
845,Wadner,Maharashtra,India,1
846,Wadwani,Maharashtra,India,1
847,Wagholi,Maharashtra,India,1
848,Wai,Maharashtra,India,1
849,Wakad,Maharashtra,India,1
850,Walgaon,Maharashtra,India,1
851,Walki,Maharashtra,India,1
852,Wani,Maharashtra,India,1
853,Wardha,Maharashtra,India,1
854,Warora,Maharashtra,India,1
855,Warud,Maharashtra,India,1
856,Washim,Maharashtra,India,1
857,Worli,Maharashtra,India,1
858,Yaval,Maharashtra,India,1
859,Yavatmal,Maharashtra,India,1
860,Yeola,Maharashtra,India,1
