id,city_area,city_name,state_name,country_name,zipcode,created_by
467,Siawada,Ahmedabad,Gujarat,India,382170,1
468,Sihor,Ahmedabad,Gujarat,India,382140,1
469,Simej,Ahmedabad,Gujarat,India,382265,1
470,Sinaj,Ahmedabad,Gujarat,India,382120,1
471,Sindharej,Ahmedabad,Gujarat,India,382225,1
472,Sitapur,Ahmedabad,Gujarat,India,382130,1
473,Sobhasan,Ahmedabad,Gujarat,India,382145,1
474,Sodhi,Ahmedabad,Gujarat,India,382463,1
475,Sola,Ahmedabad,Gujarat,India,380061,1
476,Sola H B C,Ahmedabad,Gujarat,India,380063,1
477,Solgam,Ahmedabad,Gujarat,India,382130,1
478,South Bopal,Ahmedabad,Gujarat,India,380058,1
479,Stadium Marg,Ahmedabad,Gujarat,India,380013,1
480,Sub Foreign,Ahmedabad,Gujarat,India,380004,1
481,Sukhrampura,Ahmedabad,Gujarat,India,380023,1
482,Sunderiana,Ahmedabad,Gujarat,India,382255,1
483,Sunvala,Ahmedabad,Gujarat,India,382145,1
484,T B Nagar,Ahmedabad,Gujarat,India,382350,1
485,Tagadi,Ahmedabad,Gujarat,India,382250,1
486,Telav,Ahmedabad,Gujarat,India,382210,1
487,Telavi,Ahmedabad,Gujarat,India,382145,1
488,Thakkarbapa Nagar,Ahmedabad,Gujarat,India,380027,1
489,Thaltej,Ahmedabad,Gujarat,India,380059,1
490,Thaltej Ext,Ahmedabad,Gujarat,India,380059,1
491,Thaltej Road,Ahmedabad,Gujarat,India,380054,1
492,Thori Mubarak,Ahmedabad,Gujarat,India,382150,1
493,Thori Thumbha,Ahmedabad,Gujarat,India,382150,1
494,Thuleta,Ahmedabad,Gujarat,India,382150,1
495,Timba,Ahmedabad,Gujarat,India,382425,1
496,Tragad,Ahmedabad,Gujarat,India,382470,1
497,Transad,Ahmedabad,Gujarat,India,382225,1
498,Trent,Ahmedabad,Gujarat,India,382150,1
499,Ughroj,Ahmedabad,Gujarat,India,382120,1
500,Ukardi,Ahmedabad,Gujarat,India,382140,1
501,Ukhlod,Ahmedabad,Gujarat,India,382150,1
502,Umrela,Ahmedabad,Gujarat,India,382245,1
503,Unchadi,Ahmedabad,Gujarat,India,382250,1
504,Undrel,Ahmedabad,Gujarat,India,382433,1
505,Upardal,Ahmedabad,Gujarat,India,382110,1
506,Utelia,Ahmedabad,Gujarat,India,382230,1
507,Vadaj,Ahmedabad,Gujarat,India,380013,1
508,Vadgas,Ahmedabad,Gujarat,India,382150,1
509,Vadhela,Ahmedabad,Gujarat,India,382450,1
510,Vadod,Ahmedabad,Gujarat,India,382433,1
511,Vagad,Ahmedabad,Gujarat,India,382245,1
512,Valdhera,Ahmedabad,Gujarat,India,382225,1
513,Valhia,Ahmedabad,Gujarat,India,382450,1
514,Valinda,Ahmedabad,Gujarat,India,382463,1
515,Vanch,Ahmedabad,Gujarat,India,382449,1
516,Vani,Ahmedabad,Gujarat,India,382150,1
517,Vanpardi,Ahmedabad,Gujarat,India,382130,1
518,Vansva,Ahmedabad,Gujarat,India,382150,1
519,Vanthal,Ahmedabad,Gujarat,India,382150,1
520,Varmor,Ahmedabad,Gujarat,India,382130,1
521,Varna,Ahmedabad,Gujarat,India,382265,1
522,Vasai,Ahmedabad,Gujarat,India,382425,1
523,Vasisthnagar,Ahmedabad,Gujarat,India,380008,1
524,Vasna,Ahmedabad,Gujarat,India,382460,1
525,Vasna Chacharvadi,Ahmedabad,Gujarat,India,382213,1
526,Vasna Iawa,Ahmedabad,Gujarat,India,382170,1
527,Vastral,Ahmedabad,Gujarat,India,382418,1
528,Vastrapur,Ahmedabad,Gujarat,India,380015,1
529,Vataman,Ahmedabad,Gujarat,India,382265,1
530,Vatva,Ahmedabad,Gujarat,India,382440,1
531,Vatva GIDC,Ahmedabad,Gujarat,India,382445,1
532,Vatva Industrial Estate,Ahmedabad,Gujarat,India,382445,1
533,Vautha,Ahmedabad,Gujarat,India,382225,1
534,Vehlal,Ahmedabad,Gujarat,India,382330,1
535,Vejalka,Ahmedabad,Gujarat,India,382230,1
536,Vejalpur,Ahmedabad,Gujarat,India,380051,1
537,Vekaria,Ahmedabad,Gujarat,India,382110,1
538,Vinchhan,Ahmedabad,Gujarat,India,382120,1
539,Vinchhiya,Ahmedabad,Gujarat,India,382110,1
540,Vinzol,Ahmedabad,Gujarat,India,382445,1
541,Vinzuvada,Ahmedabad,Gujarat,India,382130,1
542,Viramgam,Ahmedabad,Gujarat,India,382150,1
543,Virdi,Ahmedabad,Gujarat,India,382265,1
544,Virochannagar,Ahmedabad,Gujarat,India,382170,1
545,Vishalpur,Ahmedabad,Gujarat,India,382210,1
546,Vithlpura,Ahmedabad,Gujarat,India,382120,1
547,VivekanandNagar,Ahmedabad,Gujarat,India,382445,1
548,Waghodia,Ahmedabad,Gujarat,India,382355,1
549,Zanu,Ahmedabad,Gujarat,India,382430,1
550,Zanzarka,Ahmedabad,Gujarat,India,382460,1
551,Zanzarva,Ahmedabad,Gujarat,India,382120,1
552,Zezra,Ahmedabad,Gujarat,India,382150,1
553,Zinzar,Ahmedabad,Gujarat,India,382250,1
554,Zundal,Ahmedabad,Gujarat,India,382213,1
555,Charania,Rajkot,Gujarat,India,365480,1
556,Ajmer,Rajkot,Gujarat,India,360055,1
557,Akala,Rajkot,Gujarat,India,360360,1
558,Amarnagar Rajkot,Rajkot,Gujarat,India,364485,1
559,Ambardi,Rajkot,Gujarat,India,360311,1
560,Amrapar,Rajkot,Gujarat,India,360490,1
561,Amrapar,Rajkot,Gujarat,India,360055,1
562,Anida Bhalodi,Rajkot,Gujarat,India,360311,1
563,Anida Vachhra,Rajkot,Gujarat,India,360070,1
564,Ardoi,Rajkot,Gujarat,India,360030,1
565,Arni,Rajkot,Gujarat,India,360450,1
566,Atkot,Rajkot,Gujarat,India,360040,1
567,Bakhalvad,Rajkot,Gujarat,India,360050,1
568,Bandhiya,Rajkot,Gujarat,India,360330,1
569,Bandra,Rajkot,Gujarat,India,360330,1
570,Baradiya,Rajkot,Gujarat,India,360452,1
571,Bava Pipaliya,Rajkot,Gujarat,India,360360,1
572,Bhadajalia,Rajkot,Gujarat,India,360421,1
573,Bhadala,Rajkot,Gujarat,India,360050,1
574,Bhader,Rajkot,Gujarat,India,360410,1
575,Bhadra,Rajkot,Gujarat,India,360405,1
576,Bhadva,Rajkot,Gujarat,India,360030,1
577,Bhankh,Rajkot,Gujarat,India,360490,1
578,Bhayavadar,Rajkot,Gujarat,India,360450,1
579,Bhimora,Rajkot,Gujarat,India,360490,1
580,Bhola,Rajkot,Gujarat,India,360410,1
581,Bhukhi,Rajkot,Gujarat,India,360410,1
582,Bhunava,Rajkot,Gujarat,India,360311,1
583,Bildi,Rajkot,Gujarat,India,364490,1
584,Biliyala,Rajkot,Gujarat,India,360311,1
585,Boria,Rajkot,Gujarat,India,360405,1
586,Champabeda,Rajkot,Gujarat,India,360070,1
587,Champrajpur,Rajkot,Gujarat,India,360370,1
588,Chandli,Rajkot,Gujarat,India,360035,1
589,Charakhadi,Rajkot,Gujarat,India,360311,1
590,Charel,Rajkot,Gujarat,India,360452,1
591,Chavandi,Rajkot,Gujarat,India,360452,1
592,Chhadvavadar,Rajkot,Gujarat,India,360410,1
593,Chhasiya,Rajkot,Gujarat,India,360055,1
594,Chhatrasa,Rajkot,Gujarat,India,360410,1
595,Chibhda,Rajkot,Gujarat,India,360035,1
596,Chichod,Rajkot,Gujarat,India,360430,1
597,Chikhaliya,Rajkot,Gujarat,India,360410,1
598,Chitravad,Rajkot,Gujarat,India,360452,1
599,Chordi,Rajkot,Gujarat,India,360311,1
600,Dadar,Rajkot,Gujarat,India,360452,1
601,Dadva Mota,Rajkot,Gujarat,India,360311,1
602,Dadvi,Rajkot,Gujarat,India,360405,1
603,Daiya,Rajkot,Gujarat,India,360311,1
604,Dalia,Rajkot,Gujarat,India,360070,1
605,Dedarva,Rajkot,Gujarat,India,360360,1
606,Derdi,Rajkot,Gujarat,India,360370,1
607,Derdi Kumbaji,Rajkot,Gujarat,India,364465,1
608,Devchadi,Rajkot,Gujarat,India,360330,1
609,Devdhari,Rajkot,Gujarat,India,360055,1
610,Devki Galol,Rajkot,Gujarat,India,360370,1
611,Devla,Rajkot,Gujarat,India,364485,1
612,Dhank,Rajkot,Gujarat,India,360460,1
613,Dholidhar,Rajkot,Gujarat,India,360405,1
614,Dhoraji D.G. ND T.S.O,Rajkot,Gujarat,India,360410,1
615,Dhoraji G.P. ND.T.S.O,Rajkot,Gujarat,India,360410,1
616,Dhoraji,Rajkot,Gujarat,India,360410,1
617,Dhoraji S.R. ND.T.S.O,Rajkot,Gujarat,India,360410,1
618,Dhudasiya,Rajkot,Gujarat,India,364470,1
619,Dodiyala,Rajkot,Gujarat,India,364490,1
620,Dudhivadar,Rajkot,Gujarat,India,360410,1
621,Dumiyani,Rajkot,Gujarat,India,360440,1
622,Fareni,Rajkot,Gujarat,India,360370,1
623,Gadhadia,Rajkot,Gujarat,India,360050,1
624,Garnara,Rajkot,Gujarat,India,360311,1
625,Ghela Somnath,Rajkot,Gujarat,India,360050,1
626,Ghoghavadar,Rajkot,Gujarat,India,360311,1
627,Gokhlana,Rajkot,Gujarat,India,360050,1
628,Gomta,Rajkot,Gujarat,India,360320,1
629,Gondal Bhagvatpara,Rajkot,Gujarat,India,360311,1
630,Gondal Bhojrajpara,Rajkot,Gujarat,India,360311,1
631,Gondal Bhuvneshwari Pith,Rajkot,Gujarat,India,360311,1
632,Gondal College Chowk,Rajkot,Gujarat,India,360311,1
633,Gondal,Rajkot,Gujarat,India,360311,1
634,Gondal Market Yard,Rajkot,Gujarat,India,360311,1
635,Gundala Jas,Rajkot,Gujarat,India,360055,1
636,Gundasara,Rajkot,Gujarat,India,360311,1
637,Gundasari,Rajkot,Gujarat,India,360452,1
638,Hadamtala Kolithad,Rajkot,Gujarat,India,360311,1
639,Hadamtala Shemla,Rajkot,Gujarat,India,360311,1
640,Hariyasan,Rajkot,Gujarat,India,360480,1
641,Hathasani,Rajkot,Gujarat,India,360055,1
642,Ishavariya,Rajkot,Gujarat,India,360040,1
643,Ishra,Rajkot,Gujarat,India,360490,1
644,Jambudi,Rajkot,Gujarat,India,360370,1
645,Jamkandorna,Rajkot,Gujarat,India,360405,1
646,Jamnavad,Rajkot,Gujarat,India,360410,1
647,Jamvadi,Rajkot,Gujarat,India,360311,1
648,Jangvad,Rajkot,Gujarat,India,360040,1
649,Jasapar,Rajkot,Gujarat,India,360040,1
650,Jasdan,Rajkot,Gujarat,India,360050,1
651,Jetalsar Gam,Rajkot,Gujarat,India,360360,1
652,Jetalsar Jn.,Rajkot,Gujarat,India,360360,1
653,Jetpur F.W. ND T.S.O,Rajkot,Gujarat,India,360370,1
654,Jetpur K.B. ND T.S.O,Rajkot,Gujarat,India,360370,1
655,Jetpur,Rajkot,Gujarat,India,360370,1
656,Jivapar,Rajkot,Gujarat,India,360040,1
657,Juna Pipaliya,Rajkot,Gujarat,India,364490,1
658,Juni Sankli,Rajkot,Gujarat,India,360360,1
659,Kaduka,Rajkot,Gujarat,India,360050,1
660,Kagvad,Rajkot,Gujarat,India,360380,1
661,Kalana,Rajkot,Gujarat,India,360410,1
662,Kalariya,Rajkot,Gujarat,India,360490,1
663,Kalasar,Rajkot,Gujarat,India,360050,1
664,Kamar Kotda,Rajkot,Gujarat,India,360330,1
665,Kanpar,Rajkot,Gujarat,India,360040,1
666,Kerali,Rajkot,Gujarat,India,360370,1
667,Khadvanthali,Rajkot,Gujarat,India,360311,1
668,Khajurda,Rajkot,Gujarat,India,360440,1
669,Khakhijaliya,Rajkot,Gujarat,India,360490,1
670,Khambha,Rajkot,Gujarat,India,360311,1
671,Khandadhar,Rajkot,Gujarat,India,360311,1
672,Khandhevadia,Rajkot,Gujarat,India,360055,1
673,Kharachiya,Rajkot,Gujarat,India,360370,1
674,Kharachiya,Rajkot,Gujarat,India,360470,1
675,Khareda,Rajkot,Gujarat,India,360030,1
676,Khatli,Rajkot,Gujarat,India,360452,1
677,Khirasara,Rajkot,Gujarat,India,364485,1
678,Khirsara Ghed,Rajkot,Gujarat,India,360450,1
679,Kolithad,Rajkot,Gujarat,India,360311,1
680,Kolki Rajkot,Rajkot,Gujarat,India,360470,1
681,Kotda Sangani,Rajkot,Gujarat,India,360030,1
682,Kotha Pipalia,Rajkot,Gujarat,India,360035,1
683,Lakhavad Moti,Rajkot,Gujarat,India,360055,1
684,Lath,Rajkot,Gujarat,India,360490,1
685,Lilapur,Rajkot,Gujarat,India,360050,1
686,Lodhika,Rajkot,Gujarat,India,360035,1
687,Lunivav,Rajkot,Gujarat,India,360311,1
688,Mandan Kundla,Rajkot,Gujarat,India,360330,1
689,Mandlikpur,Rajkot,Gujarat,India,360370,1
690,Manekwada,Rajkot,Gujarat,India,360030,1
691,Meghpar,Rajkot,Gujarat,India,364490,1
692,Mekha Timbi,Rajkot,Gujarat,India,360470,1
693,Mengni,Rajkot,Gujarat,India,360070,1
694,Mervadar,Rajkot,Gujarat,India,360490,1
695,Meta Khambhaliya,Rajkot,Gujarat,India,364465,1
696,Mevasa,Rajkot,Gujarat,India,360370,1
697,Modhuka,Rajkot,Gujarat,India,360055,1
698,Mojira,Rajkot,Gujarat,India,360490,1
699,Mota Gundala,Rajkot,Gujarat,India,360370,1
700,Mota Mandva,Rajkot,Gujarat,India,360311,1
701,Moti Khilori,Rajkot,Gujarat,India,364465,1
702,Moti Marad,Rajkot,Gujarat,India,360421,1
703,Moti Parabadi,Rajkot,Gujarat,India,360360,1
704,Moti Vavdi,Rajkot,Gujarat,India,360440,1
705,Moviya,Rajkot,Gujarat,India,360330,1
706,Nagalkhada,Rajkot,Gujarat,India,360410,1
707,Nagvadar,Rajkot,Gujarat,India,360490,1
708,Nana Mandva,Rajkot,Gujarat,India,360311,1
709,Nani Parabadi,Rajkot,Gujarat,India,360360,1
710,Nani Vavdi,Rajkot,Gujarat,India,360440,1
711,Nava Matravad,Rajkot,Gujarat,India,360450,1
712,Navagadh,Rajkot,Gujarat,India,360375,1
713,Navagam,Rajkot,Gujarat,India,360320,1
714,Nilakha,Rajkot,Gujarat,India,360490,1
715,Nonghanchora,Rajkot,Gujarat,India,360070,1
716,Padavla,Rajkot,Gujarat,India,360480,1
717,Panch Pipla,Rajkot,Gujarat,India,360370,1
718,Panchavda,Rajkot,Gujarat,India,360040,1
719,Paneli,Rajkot,Gujarat,India,360480,1
720,Patanvav,Rajkot,Gujarat,India,360430,1
721,Patidad,Rajkot,Gujarat,India,360311,1
722,Pedhla,Rajkot,Gujarat,India,360370,1
723,Pipaliya,Rajkot,Gujarat,India,360410,1
724,PipaliyaSadak,Rajkot,Gujarat,India,360311,1
725,Pipalva,Rajkot,Gujarat,India,360360,1
726,Pipardi,Rajkot,Gujarat,India,360405,1
727,Pipardi,Rajkot,Gujarat,India,360055,1
728,Pithadia,Rajkot,Gujarat,India,360370,1
729,Pransla,Rajkot,Gujarat,India,360490,1
730,Premgadh,Rajkot,Gujarat,India,360370,1
731,Rabarika,Rajkot,Gujarat,India,360370,1
732,Rabarika,Rajkot,Gujarat,India,360470,1
733,Raidi,Rajkot,Gujarat,India,360410,1
734,Rajapara,Rajkot,Gujarat,India,360030,1
735,Ramod,Rajkot,Gujarat,India,360311,1
736,Ravna,Rajkot,Gujarat,India,364490,1
737,Reshamdi Galol,Rajkot,Gujarat,India,360370,1
738,Rib,Rajkot,Gujarat,India,360311,1
739,Ribda,Rajkot,Gujarat,India,360311,1
740,Roghel,Rajkot,Gujarat,India,360410,1
741,Rupavati,Rajkot,Gujarat,India,360360,1
742,Sajadiyali,Rajkot,Gujarat,India,360405,1
743,Sajadiyali,Rajkot,Gujarat,India,360450,1
744,Samadhiyala,Rajkot,Gujarat,India,360370,1
745,Samadhiyala,Rajkot,Gujarat,India,360490,1
746,Sanali,Rajkot,Gujarat,India,360055,1
747,Sanathali,Rajkot,Gujarat,India,364490,1
748,Sandhvaya,Rajkot,Gujarat,India,360311,1
749,Sanganva,Rajkot,Gujarat,India,360035,1
750,Sardharpur,Rajkot,Gujarat,India,360375,1
751,Satapar,Rajkot,Gujarat,India,360330,1
752,Satodad,Rajkot,Gujarat,India,360405,1
753,Semla,Rajkot,Gujarat,India,360311,1
754,Shishak,Rajkot,Gujarat,India,360330,1
755,Shivrajgadh,Rajkot,Gujarat,India,360311,1
756,Shivrajpur,Rajkot,Gujarat,India,360050,1
757,Shrinathgadh,Rajkot,Gujarat,India,360330,1
758,Sodvadar,Rajkot,Gujarat,India,360440,1
759,Sultanpur Rajkot,Rajkot,Gujarat,India,364470,1
760,Supedi,Rajkot,Gujarat,India,360440,1
761,Talagana,Rajkot,Gujarat,India,360490,1
762,Tanasva,Rajkot,Gujarat,India,360490,1
763,Thana Galol,Rajkot,Gujarat,India,360370,1
764,Timbdi Arab,Rajkot,Gujarat,India,360360,1
765,Timbdi Jam,Rajkot,Gujarat,India,360450,1
766,Torania,Rajkot,Gujarat,India,360360,1
767,Trakuda,Rajkot,Gujarat,India,360311,1
768,Umrali,Rajkot,Gujarat,India,360311,1
769,Upleta Lati Plot,Rajkot,Gujarat,India,360490,1
770,Upleta ND T.S.O,Rajkot,Gujarat,India,360490,1
771,Vachhra,Rajkot,Gujarat,India,360311,1
772,Vadala,Rajkot,Gujarat,India,360490,1
773,Vadali,Rajkot,Gujarat,India,360450,1
774,Vadasada,Rajkot,Gujarat,India,364485,1
775,Vadod,Rajkot,Gujarat,India,360050,1
776,Vadodar,Rajkot,Gujarat,India,360410,1
777,Vangadhra,Rajkot,Gujarat,India,360055,1
778,Varjang Jalia,Rajkot,Gujarat,India,360490,1
779,Vasavad,Rajkot,Gujarat,India,364490,1
780,Vavdi,Rajkot,Gujarat,India,360405,1
781,Vavdi Station,Rajkot,Gujarat,India,364485,1
782,Vekri,Rajkot,Gujarat,India,360311,1
783,Vinchhiya,Rajkot,Gujarat,India,360055,1
784,Vinzivad,Rajkot,Gujarat,India,364470,1
785,Virpur,Rajkot,Gujarat,India,360380,1
786,Vora Kotda,Rajkot,Gujarat,India,360311,1
787,Zanzmer,Rajkot,Gujarat,India,360440,1
788,Zundala,Rajkot,Gujarat,India,364490,1
789,Adbalka,Rajkot,Gujarat,India,360110,1
790,Amarpara Wankaner,Rajkot,Gujarat,India,363621,1
791,Anandpar Navagam,Rajkot,Gujarat,India,360003,1
792,AnandparMorbi,Rajkot,Gujarat,India,360003,1
793,Arnitimba,Rajkot,Gujarat,India,363621,1
794,Bagathala,Rajkot,Gujarat,India,363641,1
795,Baldhoi,Rajkot,Gujarat,India,360060,1
796,Bangavadi,Rajkot,Gujarat,India,363650,1
797,Barvala,Rajkot,Gujarat,India,363641,1
798,Bedi Tankara,Rajkot,Gujarat,India,363650,1
799,BediRajkot,Rajkot,Gujarat,India,360003,1
800,Bedla,Rajkot,Gujarat,India,360025,1
801,Bhadiyad,Rajkot,Gujarat,India,363642,1
802,Bhalgam,Rajkot,Gujarat,India,363621,1
803,Bhandaria,Rajkot,Gujarat,India,360025,1
804,Bhavpar,Rajkot,Gujarat,India,363660,1
805,Bherda,Rajkot,Gujarat,India,363621,1
806,Bhimguda,Rajkot,Gujarat,India,363621,1
807,Bhupgadh,Rajkot,Gujarat,India,360025,1
808,Biliya,Rajkot,Gujarat,India,363641,1
809,Bodki,Rajkot,Gujarat,India,363660,1
810,Bogharavadar,Rajkot,Gujarat,India,360025,1
811,Chachapar,Rajkot,Gujarat,India,363641,1
812,Chandrapur,Rajkot,Gujarat,India,363621,1
813,Dahisara,Rajkot,Gujarat,India,360025,1
814,Dahisara Rajkot,Rajkot,Gujarat,India,363660,1
815,Daldi,Rajkot,Gujarat,India,363621,1
816,Derala,Rajkot,Gujarat,India,363660,1
817,Devgam,Rajkot,Gujarat,India,360021,1
818,Dholara,Rajkot,Gujarat,India,360022,1
819,Dhulia Domda,Rajkot,Gujarat,India,360021,1
820,Dhuva,Rajkot,Gujarat,India,363621,1
821,Dungarka,Rajkot,Gujarat,India,360110,1
822,Gadhaka,Rajkot,Gujarat,India,360020,1
823,Gadhdiya,Rajkot,Gujarat,India,360025,1
824,Gala,Rajkot,Gujarat,India,363630,1
825,Gariya,Rajkot,Gujarat,India,363621,1
826,Gauridad,Rajkot,Gujarat,India,360003,1
827,Ghiyavad,Rajkot,Gujarat,India,363621,1
828,Ghunda S,Rajkot,Gujarat,India,363641,1
829,Ghunda Khanpar,Rajkot,Gujarat,India,363641,1
830,Ghuntu,Rajkot,Gujarat,India,363641,1
831,Gungan,Rajkot,Gujarat,India,363642,1
832,Hadmatia,Rajkot,Gujarat,India,360025,1
833,Hadmatiya,Rajkot,Gujarat,India,363641,1
834,Hadmatiya,Rajkot,Gujarat,India,360110,1
835,Halenda,Rajkot,Gujarat,India,360025,1
836,Harbatiyali,Rajkot,Gujarat,India,363650,1
837,Haripar,Rajkot,Gujarat,India,363630,1
838,Haripar,Rajkot,Gujarat,India,360025,1
839,Hirapar,Rajkot,Gujarat,India,363650,1
840,Ishwariya,Rajkot,Gujarat,India,360110,1
841,Jabalpur,Rajkot,Gujarat,India,363650,1
842,Jajasar,Rajkot,Gujarat,India,363670,1
843,Jalida,Rajkot,Gujarat,India,363621,1
844,JaliyaDhrol,Rajkot,Gujarat,India,360003,1
845,Jambudiya,Rajkot,Gujarat,India,363642,1
846,Jetpar M,Rajkot,Gujarat,India,363630,1
847,Jivapar,Rajkot,Gujarat,India,363650,1
848,Jivaparc,Rajkot,Gujarat,India,363630,1
849,Jodjpar Nadi,Rajkot,Gujarat,India,363642,1
850,Juna Ghantila,Rajkot,Gujarat,India,363630,1
851,Juna Nagdavas,Rajkot,Gujarat,India,363670,1
852,Juna Rajpipala,Rajkot,Gujarat,India,360025,1
853,Kagadadi,Rajkot,Gujarat,India,360003,1
854,Kamalapur,Rajkot,Gujarat,India,360025,1
855,Kanesara,Rajkot,Gujarat,India,360060,1
856,Kankot,Rajkot,Gujarat,India,360005,1
857,Kankot,Rajkot,Gujarat,India,363621,1
858,Kasturbadham,Rajkot,Gujarat,India,360020,1
859,Kerala,Rajkot,Gujarat,India,363621,1
860,Khajurdi,Rajkot,Gujarat,India,360110,1
861,Khakhdabela,Rajkot,Gujarat,India,360110,1
862,Khakhrala,Rajkot,Gujarat,India,363641,1
863,Khakhrechi,Rajkot,Gujarat,India,363630,1
864,Khambhala,Rajkot,Gujarat,India,360110,1
865,Khamta,Rajkot,Gujarat,India,360110,1
866,Khandheri,Rajkot,Gujarat,India,360110,1
867,Khanpar,Rajkot,Gujarat,India,363641,1
868,KharchiyaJam,Rajkot,Gujarat,India,360060,1
869,Kharechiya,Rajkot,Gujarat,India,360025,1
870,Kherda,Rajkot,Gujarat,India,363641,1
871,Kherdi,Rajkot,Gujarat,India,360002,1
872,Kherva,Rajkot,Gujarat,India,363621,1
873,Khevaliya,Rajkot,Gujarat,India,363641,1
874,Khijadia,Rajkot,Gujarat,India,363621,1
875,Khirai,Rajkot,Gujarat,India,363670,1
876,Khirsara,Rajkot,Gujarat,India,360021,1
877,Khodapipar,Rajkot,Gujarat,India,360110,1
878,Khokhaddad,Rajkot,Gujarat,India,360022,1
879,Khorana,Rajkot,Gujarat,India,360003,1
880,Kotda Nayani,Rajkot,Gujarat,India,360003,1
881,Kotharia,Rajkot,Gujarat,India,363621,1
882,KOTHARIA Rajkot,Rajkot,Gujarat,India,360022,1
883,KothariaTankara,Rajkot,Gujarat,India,363650,1
884,KothariaTB Hosp,Rajkot,Gujarat,India,360022,1
885,Kothi,Rajkot,Gujarat,India,360060,1
886,Kothi,Rajkot,Gujarat,India,363621,1
887,Kuchiyadad,Rajkot,Gujarat,India,360023,1
888,Kumbhariya,Rajkot,Gujarat,India,363630,1
889,Kundani,Rajkot,Gujarat,India,360060,1
890,Kuntasi,Rajkot,Gujarat,India,363660,1
891,KUVADAVA,Rajkot,Gujarat,India,360023,1
892,Lajai,Rajkot,Gujarat,India,363641,1
893,LakhavadNani,Rajkot,Gujarat,India,360060,1
894,Lalpar,Rajkot,Gujarat,India,363642,1
895,Lavanpur,Rajkot,Gujarat,India,363660,1
896,Lilapar,Rajkot,Gujarat,India,363641,1
897,Lunsar,Rajkot,Gujarat,India,363621,1
898,Lunsariya,Rajkot,Gujarat,India,363621,1
899,Madhapar,Rajkot,Gujarat,India,360006,1
900,Magharvada,Rajkot,Gujarat,India,360023,1
901,Mahendranagar,Rajkot,Gujarat,India,363642,1
902,Mahika,Rajkot,Gujarat,India,360002,1
903,Mahika,Rajkot,Gujarat,India,363621,1
904,Makansar,Rajkot,Gujarat,India,363642,1
905,Maliya Miyana,Rajkot,Gujarat,India,363670,1
906,Maliyasan,Rajkot,Gujarat,India,360003,1
907,Manekwada,Rajkot,Gujarat,India,363641,1
908,Matel,Rajkot,Gujarat,India,363621,1
909,Mavdi,Rajkot,Gujarat,India,360004,1
910,Meghpar Zala,Rajkot,Gujarat,India,363650,1
911,Mesariya,Rajkot,Gujarat,India,363621,1
912,Mesavada,Rajkot,Gujarat,India,360023,1
913,Mitana,Rajkot,Gujarat,India,363650,1
914,Morbi GIDC,Rajkot,Gujarat,India,363641,1
915,Morbi MDG,Rajkot,Gujarat,India,363641,1
916,Morbi Nani Bazar,Rajkot,Gujarat,India,363641,1
917,Morbi Ppw,Rajkot,Gujarat,India,363642,1
918,Morbi Shakti Plot,Rajkot,Gujarat,India,363641,1
919,Mota Bhela,Rajkot,Gujarat,India,363660,1
920,Mota Khijadia,Rajkot,Gujarat,India,363650,1
921,Mota Mava,Rajkot,Gujarat,India,360005,1
922,Mota Vada,Rajkot,Gujarat,India,360021,1
923,Motakhijadia,Rajkot,Gujarat,India,360110,1
924,Motibarar,Rajkot,Gujarat,India,363670,1
925,Motichanol,Rajkot,Gujarat,India,360110,1
926,Nagar Pipaliya,Rajkot,Gujarat,India,360021,1
927,Nana Khijadia,Rajkot,Gujarat,India,360110,1
928,Nani Barar,Rajkot,Gujarat,India,363670,1
929,Nani Vavdi,Rajkot,Gujarat,India,363641,1
930,Nasitpar,Rajkot,Gujarat,India,363641,1
931,Navagam,Rajkot,Gujarat,India,363670,1
932,Neknam,Rajkot,Gujarat,India,363650,1
933,Nesda K,Rajkot,Gujarat,India,363641,1
934,Nichimandal,Rajkot,Gujarat,India,363641,1
935,Otala,Rajkot,Gujarat,India,363650,1
936,Padasan,Rajkot,Gujarat,India,360020,1
937,Paddhara,Rajkot,Gujarat,India,363621,1
938,Paddhari,Rajkot,Gujarat,India,360110,1
939,Pal,Rajkot,Gujarat,India,360004,1
940,Panchasar,Rajkot,Gujarat,India,363641,1
941,Panchasia,Rajkot,Gujarat,India,363621,1
942,Panchdwarka,Rajkot,Gujarat,India,363621,1
943,Paneli,Rajkot,Gujarat,India,363642,1
944,Para Pipaliya,Rajkot,Gujarat,India,360006,1
945,Pardi,Rajkot,Gujarat,India,360024,1
946,Pipaliya,Rajkot,Gujarat,India,363660,1
947,Pipaliya Raj,Rajkot,Gujarat,India,363621,1
948,PipaliyaA,Rajkot,Gujarat,India,360003,1
949,Pipli,Rajkot,Gujarat,India,363642,1
950,Rafala,Rajkot,Gujarat,India,360023,1
951,Rafaleshwar,Rajkot,Gujarat,India,363642,1
952,Raiya,Rajkot,Gujarat,India,360005,1
953,Rajavadala,Rajkot,Gujarat,India,363621,1
954,Rajkot Raiya Road,Rajkot,Gujarat,India,360007,1
955,Rajkot Aji Ind Estate,Rajkot,Gujarat,India,360003,1
956,Rajkot Bedipara,Rajkot,Gujarat,India,360003,1
957,Rajkot Bhaktinagar,Rajkot,Gujarat,India,360002,1
958,Rajkot Bhomeshwar Plot,Rajkot,Gujarat,India,360006,1
959,Rajkot City,Rajkot,Gujarat,India,360001,1
