zone_id,pincode_number
6,283202
6,202124
6,282001
6,282003
6,282004
6,282007
6,282002
6,283105
6,282009
6,282006
6,283102
6,283125
6,283111
6,282010
6,282005
6,283122
6,282008
6,283104
6,283123
6,283113
6,283114
6,283126
6,283201
6,283112
6,283115
6,283119
6,283124
6,283121
6,283101
6,283110
6,202002
6,202140
6,202282
6,202001
6,202129
6,202132
6,202142
6,202155
6,202136
6,202141
6,202133
6,202138
6,202135
6,202121
6,202122
6,202280
6,202131
6,202134
6,202130
6,202137
6,202143
6,212128
6,202126
6,202125
6,202150
6,202281
6,202165
6,202145
6,202170
6,202139
6,202127
6,202123
6,202120
6,211001
6,211016
6,212301
6,212213
6,211007
6,211003
6,212208
6,211005
6,211017
6,211002
6,228411
6,211008
6,211012
6,229412
6,212107
6,212106
6,212104
6,211011
6,211006
6,211014
6,211004
6,212105
6,212404
6,210010
6,212212
6,212507
6,211018
6,221507
6,221508
6,212502
6,211010
6,211009
6,212405
6,212108
6,221502
6,212218
6,221503
6,221505
6,212503
6,212401
6,211019
6,212205
6,212307
6,212306
6,229413
6,212303
6,212302
6,212305
6,211013
6,212402
6,212109
6,224147
6,224210
6,224122
6,224168
6,224152
6,224227
6,224231
6,224132
6,224146
6,224151
6,224157
6,224235
6,224216
6,224129
6,224137
6,224181
6,224186
6,224143
6,224176
6,224139
6,224149
6,224159
6,224232
6,224183
6,224145
6,224190
6,224230
6,224155
6,224121
6,224238
6,206243
6,206121
6,206247
6,206244
6,206122
6,206129
6,206246
6,206255
6,206249
6,206241
6,206252
6,206251
6,206250
6,206248
6,223223
6,276142
6,223221
6,276137
6,276141
6,276124
6,276128
6,276208
6,276303
6,276302
6,276202
6,276201
6,276205
6,276123
6,276301
6,276203
6,276204
6,276126
6,276305
6,223227
6,276206
6,223222
6,276288
6,223224
6,223225
6,224166
6,276304
6,223226
6,276125
6,276401
6,276403
6,276001
6,276129
6,276131
6,276135
6,276404
6,276207
6,276402
6,276122
6,276138
6,276139
6,276136
6,276121
6,276127
6,250609
6,250617
6,250515
6,250622
6,250611
6,250601
6,250606
6,250623
6,250602
6,250621
6,250101
6,250645
6,250626
6,250619
6,250625
6,271871
6,271801
6,271821
6,271870
6,271845
6,271903
6,271901
6,271902
6,271872
6,271904
6,271851
6,271825
6,271824
6,271865
6,271882
6,271881
6,271830
6,271855
6,271875
6,271841
6,221717
6,277202
6,277209
6,277402
6,277216
6,277201
6,277205
6,277208
6,277214
6,277204
6,277401
6,221713
6,277501
6,277203
6,277502
6,277001
6,277301
6,277403
6,277503
6,277210
6,277405
6,277121
6,277123
6,277304
6,221714
6,277122
6,277506
6,277504
6,277212
6,277207
6,277306
6,277211
6,277213
6,277219
6,277218
6,221718
6,221715
6,221716
6,221711
6,221712
6,221701
6,221709
6,221722
6,221721
6,221719
6,277303
6,277124
6,277302
6,277305
6,277307
6,271861
6,271607
6,271205
6,271201
6,271204
6,271307
6,271206
6,271203
6,271210
6,271208
6,271207
6,271211
6,271306
6,271604
6,271609
6,271605
6,271606
6,271209
6,210203
6,210001
6,210126
6,210121
6,210128
6,210201
6,210125
6,210202
6,210129
6,210123
6,210208
6,210209
6,210207
6,210206
6,225411
6,225302
6,225306
6,225305
6,225303
6,225301
6,225304
6,225208
6,227301
6,225416
6,227131
6,225414
6,225119
6,225120
6,227302
6,225413
6,225412
6,225121
6,225122
6,225003
6,225001
6,225204
6,225123
6,225002
6,225203
6,225403
6,225401
6,225409
6,225415
6,225405
6,225404
6,225205
6,225201
6,225202
6,225206
6,225406
6,225407
6,225402
6,225408
6,225207
6,243401
6,243302
6,243301
6,243303
6,243402
6,243403
6,243201
6,243203
6,243002
6,243001
6,243202
6,243123
6,243005
6,243003
6,243122
6,243126
6,243502
6,243006
6,243215
6,243505
6,243503
6,243506
6,243304
6,243504
6,262407
6,262406
6,243406
6,262410
6,272171
6,272178
6,272301
6,272001
6,272123
6,272182
6,272126
6,272002
6,272302
6,272125
6,272177
6,272003
6,272124
6,272149
6,272194
6,272190
6,272163
6,272150
6,272196
6,272155
6,272127
6,272161
6,272131
6,272128
6,272181
6,272130
6,272129
6,272141
6,272132
6,272151
6,272148
6,246701
6,246734
6,246725
6,246736
6,246726
6,246729
6,246728
6,246722
6,246733
6,246747
6,246761
6,246727
6,246745
6,246735
6,246746
6,246738
6,246737
6,246762
6,246724
6,246764
6,246721
6,246765
6,246731
6,246723
6,246749
6,246763
6,246768
6,246732
6,243633
6,202522
6,243630
6,243632
6,243636
6,243631
6,243638
6,202525
6,243601
6,202523
6,202524
6,202520
6,202521
6,243641
6,202526
6,243634
6,243639
6,243637
6,243621
6,202421
6,242021
6,202527
6,243640
6,203002
6,202394
6,202390
6,202398
6,202391
6,203131
6,203001
6,203150
6,245408
6,245409
6,245402
6,203203
6,245401
6,202393
6,202397
6,202389
6,202392
6,202399
6,202396
6,203132
6,203129
6,202395
6,203205
6,203201
6,203202
6,245411
6,245405
6,245412
6,245403
6,245407
6,232118
6,232111
6,232103
6,232110
6,232102
6,232101
6,232104
6,221001
6,221009
6,232105
6,232109
6,232106
6,232108
6,232107
6,221115
6,232120
6,210205
6,210204
6,274001
6,274202
6,274604
6,274603
6,274601
6,274602
6,274182
6,274702
6,274704
6,274703
6,274705
6,274701
6,274405
6,274404
6,274408
6,274201
6,274121
6,274501
6,274208
6,274205
6,274204
6,274509
6,274508
6,274502
6,274505
6,274506
6,207247
6,207250
6,207244
6,207249
6,207248
6,207001
6,207121
6,207246
6,207301
6,207125
6,207120
6,207401
6,207126
6,207122
6,207302
6,207241
6,207245
6,207123
6,207402
6,207124
6,207403
6,207243
6,207242
6,206120
6,206128
6,206242
6,206123
6,206124
6,206001
6,206127
6,206125
6,206131
6,206126
6,206253
6,206003
6,206002
6,206245
6,206301
6,224205
6,224204
6,224208
6,224172
6,224209
6,224207
6,224203
6,224195
6,224206
6,224202
6,224133
6,224001
6,224225
6,224161
6,224135
6,224141
6,224234
6,224123
6,224201
6,224171
6,224153
6,224127
6,224228
6,224164
6,224284
6,224229
6,224189
6,224158
6,224188
6,224126
6,224182
6,209601
6,207502
6,209344
6,209621
6,209745
6,209622
6,205302
6,209625
6,207501
6,206451
6,209724
6,209749
6,209602
6,207505
6,209739
6,209743
6,207504
6,207503
6,209746
6,212665
6,212601
6,212653
6,212651
6,212641
6,212655
6,212620
6,212661
6,212652
6,212635
6,212659
6,212631
6,212650
6,212658
6,212656
6,212664
6,212622
6,212663
6,212657
6,212645
6,216221
6,212623
6,212662
6,212654
6,212666
6,212660
6,283103
6,283203
6,283204
6,205142
6,205130
6,205147
6,215126
6,205152
6,205121
6,205151
6,205141
6,205135
6,205145
6,201308
6,203207
6,201008
6,201301
6,201304
6,201307
6,201305
6,201306
6,203208
6,203155
6,203141
6,203135
6,203209
6,201303
6,201309
6,201003
6,201009
6,245301
6,245208
6,201206
6,201302
6,201002
6,201001
6,201102
6,201010
6,201011
6,201006
6,201013
6,201012
6,201004
6,201007
6,245304
6,201005
6,245101
6,245205
6,245201
6,201201
6,201204
6,245207
6,233001
6,233305
6,233300
6,233226
6,233303
6,275203
6,233310
6,275202
6,275205
6,275207
6,275204
6,275201
6,233227
6,233225
6,233233
6,233229
6,233230
6,233234
6,233236
6,233228
6,233231
6,233222
6,233301
6,233302
6,233221
6,233223
6,275208
6,233311
6,233306
6,233304
6,233307
6,228133
6,222101
6,228145
6,228131
6,228161
6,228141
6,228132
6,228125
6,228171
6,222302
6,227304
6,222301
6,228001
6,222303
6,227813
6,227814
6,227812
6,227807
6,227816
6,227806
6,227815
6,227809
6,227811
6,277817
6,227805
6,228151
6,228121
6,228118
6,228120
6,227808
6,228119
6,228155
6,228142
6,227408
6,209101
6,229504
6,209825
6,241504
6,241503
6,209801
6,209821
6,209831
6,209506
6,209862
6,209827
6,241501
6,209859
6,241502
6,229503
6,229502
6,229841
6,209861
6,229881
6,221204
6,221104
6,221202
6,221006
6,221002
6,221101
6,221209
6,221201
6,221007
6,221005
6,221010
6,221210
6,221011
6,221403
6,221107
6,221207
6,221110
6,221405
6,221109
6,221206
6,221307
6,221108
6,221105
6,221311
6,221003
6,221116
6,221004
6,221305
6,221314
6,221302
6,221208
6,221106
6,221313
6,221008
6,221103
